더큰김밥 2,500원
치즈김밥 3,500원
파송송돈까스 8,000원
참치김치덮밥 6,000원
치킨카레덮밥 6,000원
새우카레덮밥 7,000원
제육덮밥 7,000원
떡만둣국 6,500원
꼬치어묵우동 5,500원
새우튀김우동 6,000원
김치튀김우동 6,500원
냉모밀소바 6,000원
계란김밥 3,500원
들기름소바 7,000원
마제소바 7,500원
어니언타워 3,800원
떡볶이 3,500원
컵치킨강정 3,000원
왕새우튀김(2pc) 2,800원
고로케(3pc) 1,800원
볶음김치컵밥 3,000원
참치마요컵밥 3,200원
마제컵밥 3,500원
참치샐러드김밥 3,500원
제육컵밥 3,500원
계란후라이 800원
더큰라면 3,000원
치즈라면 3,500원
떡라면 3,500원
만두라면 3,500원
왕돈까스 7,000원
유린기돈까스 8,000원
